ssuid,shhadid,pnum,monthcode,aage,adob_bmonth,adob_byear,edob_bmonth,tage,tage_ehc,tdob_byear,eothsuprt1yn,eothsuprt2yn,apartotamt,tpartotamt,tkidtotamt,wpfinwgt,uid,supports_parents,supports_children,age_group,generation
292860533509,11,103.0,12.0,1.0,1.0,1.0,12.0,45.0,45.0,1968.0,1.0,2.0,1.0,2500.0,0.0,5738.155568245239,292860533509-103.0,True,False,40-49,Generation x
292860552120,11,102.0,12.0,1.0,1.0,1.0,12.0,46.0,46.0,1967.0,1.0,2.0,2.0,1200.0,0.0,7820.193148255632,292860552120-102.0,True,False,40-49,Generation x
292860552671,11,103.0,12.0,1.0,1.0,1.0,3.0,18.0,18.0,1995.0,1.0,2.0,2.0,50.0,0.0,2364.766216003383,292860552671-103.0,True,False,under 30,Millennials
292860588069,11,102.0,12.0,1.0,1.0,1.0,3.0,18.0,18.0,1995.0,1.0,2.0,1.0,2400.0,0.0,6050.082361183308,292860588069-102.0,True,False,under 30,Millennials
292860588705,11,102.0,12.0,1.0,1.0,1.0,5.0,50.0,50.0,1963.0,1.0,2.0,1.0,2000.0,0.0,5920.188277337945,292860588705-102.0,True,False,50-59,Boomer
292860588844,11,101.0,12.0,1.0,1.0,1.0,6.0,52.0,52.0,1961.0,1.0,2.0,1.0,3000.0,0.0,6397.8176446178895,292860588844-101.0,True,False,50-59,Boomer
292860606402,11,102.0,12.0,1.0,1.0,1.0,7.0,33.0,33.0,1980.0,1.0,2.0,1.0,500.0,0.0,12426.299687467916,292860606402-102.0,True,False,30-39,Generation x
292860609386,11,102.0,12.0,1.0,1.0,1.0,2.0,68.0,67.0,1946.0,1.0,2.0,1.0,500.0,0.0,4519.184357704929,292860609386-102.0,True,False,60 years and over,Boomer
292860609797,11,101.0,12.0,1.0,1.0,1.0,2.0,57.0,56.0,1957.0,1.0,2.0,1.0,1200.0,0.0,7004.495885254142,292860609797-101.0,True,False,50-59,Boomer
292860688173,11,103.0,12.0,1.0,1.0,1.0,11.0,57.0,57.0,1956.0,1.0,2.0,2.0,2000.0,0.0,3421.720157997528,292860688173-103.0,True,False,50-59,Boomer
292860689477,11,102.0,12.0,1.0,6.0,1.0,8.0,54.0,54.0,1959.0,1.0,2.0,2.0,3000.0,0.0,7793.719709696648,292860689477-102.0,True,False,50-59,Boomer
292860689828,11,101.0,12.0,1.0,1.0,1.0,6.0,20.0,20.0,1993.0,1.0,2.0,2.0,101.0,0.0,4495.3312120438395,292860689828-101.0,True,False,under 30,Millennials
292860816346,11,103.0,12.0,1.0,1.0,1.0,12.0,24.0,24.0,1989.0,1.0,2.0,2.0,100.0,0.0,7317.469937744842,292860816346-103.0,True,False,under 30,Millennials
292860932778,11,101.0,12.0,1.0,1.0,1.0,9.0,33.0,33.0,1980.0,1.0,2.0,1.0,12000.0,0.0,7501.859922799982,292860932778-101.0,True,False,30-39,Generation x
292860988801,11,101.0,12.0,1.0,1.0,1.0,3.0,53.0,52.0,1961.0,1.0,2.0,1.0,5000.0,0.0,8215.445310711628,292860988801-101.0,True,False,50-59,Boomer
292860988919,11,102.0,12.0,1.0,1.0,1.0,10.0,25.0,25.0,1988.0,1.0,2.0,1.0,600.0,0.0,7854.253558351466,292860988919-102.0,True,False,under 30,Millennials
292860988972,11,102.0,12.0,1.0,1.0,1.0,1.0,37.0,36.0,1977.0,1.0,2.0,1.0,700.0,0.0,7681.672113652754,292860988972-102.0,True,False,30-39,Generation x
292925344751,11,101.0,12.0,1.0,1.0,1.0,5.0,37.0,37.0,1976.0,1.0,2.0,1.0,600.0,0.0,2479.5250852650665,292925344751-101.0,True,False,30-39,Generation x
332092098979,11,102.0,12.0,1.0,1.0,1.0,4.0,25.0,25.0,1988.0,1.0,2.0,1.0,300.0,0.0,3487.470183918085,332092098979-102.0,True,False,under 30,Millennials
332092988401,11,101.0,12.0,1.0,1.0,1.0,7.0,50.0,50.0,1963.0,1.0,2.0,1.0,12000.0,0.0,4589.928799043181,332092988401-101.0,True,False,50-59,Boomer
332114136862,11,101.0,12.0,1.0,1.0,1.0,1.0,46.0,45.0,1968.0,1.0,2.0,1.0,1200.0,0.0,2968.790726566281,332114136862-101.0,True,False,40-49,Generation x
332114136862,11,102.0,12.0,1.0,1.0,1.0,12.0,52.0,52.0,1961.0,1.0,2.0,1.0,1200.0,0.0,2968.790726566281,332114136862-102.0,True,False,50-59,Boomer
332228101537,11,104.0,12.0,1.0,1.0,1.0,9.0,55.0,55.0,1958.0,1.0,2.0,1.0,1800.0,0.0,4762.940796665527,332228101537-104.0,True,False,50-59,Boomer
332228588375,11,101.0,12.0,1.0,1.0,1.0,4.0,66.0,66.0,1947.0,1.0,2.0,1.0,3600.0,0.0,2513.7322427067497,332228588375-101.0,True,False,60 years and over,Boomer
332228606375,11,101.0,12.0,1.0,1.0,1.0,5.0,35.0,35.0,1978.0,1.0,2.0,1.0,9600.0,0.0,4419.594687758208,332228606375-101.0,True,False,30-39,Generation x
332285049632,11,101.0,12.0,1.0,1.0,1.0,7.0,27.0,27.0,1986.0,1.0,2.0,1.0,500.0,0.0,4483.4268178363545,332285049632-101.0,True,False,under 30,Millennials
332285073142,11,103.0,12.0,1.0,1.0,1.0,6.0,16.0,16.0,1997.0,1.0,2.0,2.0,5000.0,0.0,2323.95808138435,332285073142-103.0,True,False,under 30,Gen Z
332285086954,11,102.0,12.0,1.0,1.0,1.0,12.0,53.0,53.0,1960.0,1.0,2.0,1.0,852.0,0.0,2992.4322399425746,332285086954-102.0,True,False,50-59,Boomer
332285126381,11,101.0,12.0,1.0,1.0,1.0,4.0,37.0,37.0,1976.0,1.0,2.0,1.0,4000.0,0.0,3382.434033176323,332285126381-101.0,True,False,30-39,Generation x
332285126381,11,104.0,12.0,1.0,1.0,1.0,8.0,24.0,24.0,1989.0,1.0,2.0,1.0,1200.0,0.0,2814.993313009873,332285126381-104.0,True,False,under 30,Millennials
332285126381,11,105.0,12.0,1.0,1.0,1.0,4.0,35.0,35.0,1978.0,1.0,2.0,1.0,4800.0,0.0,3346.8483973045195,332285126381-105.0,True,False,30-39,Generation x
332285274593,11,102.0,12.0,1.0,1.0,1.0,10.0,45.0,45.0,1968.0,1.0,2.0,1.0,2000.0,0.0,3001.658233170534,332285274593-102.0,True,False,40-49,Generation x
332285274593,11,103.0,12.0,1.0,1.0,1.0,11.0,44.0,44.0,1969.0,1.0,2.0,1.0,1500.0,0.0,3001.658233170534,332285274593-103.0,True,False,40-49,Generation x
332285320174,11,102.0,12.0,1.0,1.0,1.0,11.0,38.0,38.0,1975.0,1.0,2.0,2.0,1000.0,0.0,3362.394900242884,332285320174-102.0,True,False,30-39,Generation x
332285382123,11,102.0,12.0,1.0,1.0,1.0,11.0,53.0,53.0,1960.0,1.0,2.0,1.0,100.0,0.0,3123.823962540313,332285382123-102.0,True,False,50-59,Boomer
332285382123,11,106.0,12.0,1.0,1.0,1.0,8.0,30.0,30.0,1983.0,1.0,2.0,2.0,6000.0,0.0,3766.33666960524,332285382123-106.0,True,False,30-39,Millennials
332285501173,11,101.0,12.0,1.0,6.0,1.0,2.0,35.0,34.0,1979.0,1.0,2.0,2.0,700.0,0.0,2308.969771984049,332285501173-101.0,True,False,30-39,Generation x
332285633705,11,101.0,12.0,1.0,1.0,1.0,7.0,28.0,28.0,1985.0,1.0,2.0,1.0,12000.0,0.0,5119.363496825095,332285633705-101.0,True,False,under 30,Millennials
332285814705,11,102.0,12.0,1.0,1.0,1.0,12.0,34.0,34.0,1979.0,1.0,2.0,2.0,1200.0,0.0,8492.617551228039,332285814705-102.0,True,False,30-39,Generation x
332285848692,11,101.0,12.0,1.0,1.0,1.0,4.0,46.0,45.0,1968.0,1.0,2.0,1.0,600.0,0.0,5518.52317664134,332285848692-101.0,True,False,40-49,Generation x
332334043755,11,101.0,12.0,1.0,1.0,1.0,5.0,28.0,28.0,1985.0,1.0,2.0,1.0,2000.0,0.0,2229.6034420745,332334043755-101.0,True,False,under 30,Millennials
332334848233,11,101.0,12.0,1.0,1.0,1.0,2.0,28.0,27.0,1986.0,1.0,2.0,1.0,1500.0,0.0,2462.1515018652262,332334848233-101.0,True,False,under 30,Millennials
332334848233,11,102.0,12.0,1.0,1.0,1.0,4.0,36.0,35.0,1978.0,1.0,2.0,1.0,3000.0,0.0,2462.1515018652262,332334848233-102.0,True,False,30-39,Generation x
332359101995,11,101.0,12.0,1.0,1.0,1.0,5.0,56.0,56.0,1957.0,1.0,2.0,1.0,2800.0,0.0,4129.66329087238,332359101995-101.0,True,False,50-59,Boomer
332406276402,11,101.0,12.0,1.0,1.0,1.0,4.0,56.0,55.0,1958.0,1.0,2.0,1.0,3000.0,0.0,3362.162160777149,332406276402-101.0,True,False,50-59,Boomer
332406408651,11,101.0,12.0,1.0,1.0,1.0,9.0,37.0,37.0,1976.0,1.0,2.0,1.0,200.0,0.0,6863.157455729182,332406408651-101.0,True,False,30-39,Generation x
332406418386,11,102.0,12.0,1.0,1.0,1.0,2.0,58.0,57.0,1956.0,1.0,2.0,1.0,1350.0,0.0,4453.27193481744,332406418386-102.0,True,False,50-59,Boomer
332418023692,11,102.0,12.0,1.0,1.0,1.0,11.0,25.0,25.0,1988.0,1.0,2.0,1.0,2000.0,0.0,4495.38813737858,332418023692-102.0,True,False,under 30,Millennials
332418037344,11,101.0,12.0,1.0,1.0,1.0,10.0,55.0,55.0,1958.0,1.0,2.0,1.0,740.0,0.0,4154.56639735725,332418037344-101.0,True,False,50-59,Boomer
332418092029,11,103.0,12.0,1.0,1.0,1.0,10.0,21.0,21.0,1992.0,1.0,2.0,1.0,720.0,0.0,3305.9030546352283,332418092029-103.0,True,False,under 30,Millennials
332418172009,11,103.0,12.0,1.0,1.0,1.0,12.0,15.0,15.0,1998.0,1.0,2.0,2.0,6000.0,0.0,2674.0455603646037,332418172009-103.0,True,False,under 30,Gen Z
332418185319,11,103.0,12.0,1.0,1.0,1.0,4.0,40.0,40.0,1973.0,1.0,2.0,1.0,500.0,0.0,2086.9797940795897,332418185319-103.0,True,False,40-49,Generation x
332418199149,11,102.0,12.0,1.0,1.0,1.0,10.0,17.0,17.0,1996.0,1.0,2.0,2.0,720.0,0.0,3226.399201563754,332418199149-102.0,True,False,under 30,Millennials
332418199173,11,102.0,12.0,1.0,1.0,1.0,9.0,15.0,15.0,1998.0,1.0,2.0,2.0,5000.0,0.0,2175.6697234221288,332418199173-102.0,True,False,under 30,Gen Z
332418204482,11,102.0,12.0,1.0,1.0,1.0,2.0,19.0,18.0,1995.0,1.0,2.0,2.0,720.0,0.0,2410.096622217982,332418204482-102.0,True,False,under 30,Millennials
332418204482,11,103.0,12.0,1.0,1.0,1.0,10.0,15.0,15.0,1998.0,1.0,2.0,2.0,5000.0,0.0,2241.8779718064275,332418204482-103.0,True,False,under 30,Gen Z
332418285070,11,102.0,12.0,1.0,1.0,1.0,3.0,64.0,63.0,1950.0,1.0,2.0,2.0,3000.0,0.0,6298.971088644491,332418285070-102.0,True,False,60 years and over,Boomer
332418285695,11,101.0,12.0,1.0,1.0,1.0,5.0,23.0,23.0,1990.0,1.0,2.0,1.0,2000.0,0.0,4755.101963679686,332418285695-101.0,True,False,under 30,Millennials
332418285695,11,102.0,12.0,1.0,1.0,1.0,3.0,22.0,21.0,1992.0,1.0,2.0,1.0,5000.0,0.0,4508.483073117807,332418285695-102.0,True,False,under 30,Millennials
332418285898,11,102.0,12.0,1.0,1.0,1.0,11.0,43.0,43.0,1970.0,1.0,2.0,1.0,2000.0,0.0,2952.7768132262604,332418285898-102.0,True,False,40-49,Generation x
332418334567,11,101.0,12.0,1.0,1.0,1.0,10.0,35.0,35.0,1978.0,1.0,2.0,2.0,5000.0,0.0,4754.579105975117,332418334567-101.0,True,False,30-39,Generation x
332418334567,11,102.0,12.0,1.0,1.0,1.0,8.0,34.0,34.0,1979.0,1.0,2.0,2.0,1200.0,0.0,4754.579105975117,332418334567-102.0,True,False,30-39,Generation x
332418403058,11,102.0,12.0,1.0,1.0,1.0,6.0,36.0,36.0,1977.0,1.0,2.0,1.0,4000.0,0.0,3302.0676063845367,332418403058-102.0,True,False,30-39,Generation x
332418421284,11,101.0,12.0,1.0,1.0,1.0,3.0,33.0,32.0,1981.0,1.0,2.0,1.0,10000.0,0.0,3123.753784156858,332418421284-101.0,True,False,30-39,Millennials
332418438738,11,101.0,12.0,1.0,1.0,1.0,6.0,61.0,61.0,1952.0,1.0,2.0,2.0,852.0,0.0,4451.94654595747,332418438738-101.0,True,False,60 years and over,Boomer
332418438773,11,102.0,12.0,1.0,1.0,1.0,9.0,30.0,30.0,1983.0,1.0,2.0,1.0,4000.0,0.0,6331.785978672216,332418438773-102.0,True,False,30-39,Millennials
332418494630,11,101.0,12.0,1.0,1.0,1.0,1.0,32.0,31.0,1982.0,1.0,2.0,1.0,400.0,0.0,1761.7308081367971,332418494630-101.0,True,False,30-39,Millennials
332418527268,11,103.0,12.0,1.0,6.0,1.0,6.0,51.0,51.0,1962.0,1.0,2.0,2.0,12000.0,0.0,5040.3265812359205,332418527268-103.0,True,False,50-59,Boomer
332418533259,11,102.0,12.0,1.0,1.0,1.0,6.0,36.0,36.0,1977.0,1.0,2.0,1.0,3000.0,0.0,4580.8623059811325,332418533259-102.0,True,False,30-39,Generation x
332418552494,11,101.0,12.0,1.0,1.0,1.0,10.0,56.0,56.0,1957.0,1.0,2.0,1.0,1200.0,0.0,1911.3955600102026,332418552494-101.0,True,False,50-59,Boomer
332418552770,11,102.0,12.0,1.0,6.0,1.0,11.0,50.0,50.0,1963.0,1.0,2.0,2.0,2050.0,0.0,3467.959505026097,332418552770-102.0,True,False,50-59,Boomer
332418689772,11,101.0,12.0,1.0,1.0,1.0,9.0,66.0,66.0,1947.0,1.0,2.0,1.0,500.0,0.0,4046.944346590454,332418689772-101.0,True,False,60 years and over,Boomer
332418828029,11,103.0,12.0,1.0,1.0,1.0,5.0,25.0,25.0,1988.0,1.0,2.0,2.0,2000.0,0.0,3536.735045572969,332418828029-103.0,True,False,under 30,Millennials
332418982060,11,101.0,12.0,1.0,1.0,1.0,4.0,29.0,29.0,1984.0,1.0,2.0,1.0,700.0,0.0,2408.914399718421,332418982060-101.0,True,False,under 30,Millennials
332418982060,11,102.0,12.0,1.0,1.0,1.0,2.0,30.0,29.0,1984.0,1.0,2.0,1.0,700.0,0.0,2408.914399718421,332418982060-102.0,True,False,30-39,Millennials
332688098855,11,102.0,12.0,1.0,1.0,1.0,8.0,51.0,51.0,1962.0,1.0,2.0,1.0,1500.0,0.0,4312.610071826515,332688098855-102.0,True,False,50-59,Boomer
332688501916,11,102.0,12.0,1.0,1.0,1.0,6.0,55.0,55.0,1958.0,1.0,2.0,1.0,1200.0,0.0,4720.948837173611,332688501916-102.0,True,False,50-59,Boomer
332688588995,11,104.0,12.0,1.0,1.0,1.0,12.0,41.0,41.0,1972.0,1.0,2.0,1.0,300.0,0.0,4295.4304837020345,332688588995-104.0,True,False,40-49,Generation x
332688588995,11,105.0,12.0,1.0,1.0,1.0,12.0,44.0,44.0,1969.0,1.0,2.0,1.0,500.0,0.0,4295.4304837020345,332688588995-105.0,True,False,40-49,Generation x
332688606324,11,102.0,12.0,1.0,1.0,1.0,12.0,41.0,41.0,1972.0,1.0,2.0,1.0,6000.0,0.0,4825.657598986982,332688606324-102.0,True,False,40-49,Generation x
332688606995,11,101.0,12.0,1.0,1.0,1.0,4.0,46.0,45.0,1968.0,1.0,2.0,1.0,8000.0,0.0,4451.3896290403145,332688606995-101.0,True,False,40-49,Generation x
332688609855,11,101.0,12.0,1.0,1.0,1.0,6.0,67.0,67.0,1946.0,1.0,2.0,1.0,12000.0,0.0,5077.7247083823795,332688609855-101.0,True,False,60 years and over,Boomer
332860037765,11,101.0,12.0,1.0,1.0,1.0,4.0,55.0,55.0,1958.0,1.0,2.0,1.0,3000.0,0.0,6063.3440165781,332860037765-101.0,True,False,50-59,Boomer
332860043844,11,101.0,12.0,1.0,1.0,1.0,1.0,52.0,51.0,1962.0,1.0,2.0,1.0,10000.0,0.0,4418.169072518567,332860043844-101.0,True,False,50-59,Boomer
332860049653,11,102.0,12.0,1.0,1.0,1.0,11.0,33.0,33.0,1980.0,1.0,2.0,1.0,5000.0,0.0,4677.09433238577,332860049653-102.0,True,False,30-39,Generation x
332860136705,11,101.0,12.0,1.0,1.0,1.0,10.0,30.0,30.0,1983.0,1.0,2.0,1.0,1200.0,0.0,8492.617551228039,332860136705-101.0,True,False,30-39,Millennials
332860136994,11,101.0,12.0,1.0,1.0,1.0,10.0,32.0,32.0,1981.0,1.0,2.0,1.0,1200.0,0.0,5497.637561491015,332860136994-101.0,True,False,30-39,Millennials
332860256046,11,101.0,12.0,1.0,1.0,1.0,4.0,57.0,57.0,1956.0,1.0,2.0,1.0,3600.0,0.0,4618.390918665033,332860256046-101.0,True,False,50-59,Boomer
332860302142,11,102.0,12.0,1.0,1.0,1.0,9.0,61.0,61.0,1952.0,1.0,2.0,2.0,3000.0,0.0,3240.445731881816,332860302142-102.0,True,False,60 years and over,Boomer
332860323494,11,103.0,12.0,1.0,1.0,1.0,11.0,23.0,23.0,1990.0,1.0,2.0,2.0,2000.0,0.0,3488.174608003343,332860323494-103.0,True,False,under 30,Millennials
332860323494,11,104.0,12.0,1.0,1.0,1.0,10.0,19.0,19.0,1994.0,1.0,2.0,2.0,700.0,0.0,3550.7916237081763,332860323494-104.0,True,False,under 30,Millennials
332860382696,11,101.0,12.0,1.0,1.0,1.0,6.0,36.0,36.0,1977.0,1.0,2.0,1.0,5000.0,0.0,4724.4432970343705,332860382696-101.0,True,False,30-39,Generation x
332860400414,11,102.0,12.0,1.0,1.0,1.0,9.0,66.0,66.0,1947.0,1.0,2.0,2.0,600.0,0.0,3302.5219629042967,332860400414-102.0,True,False,60 years and over,Boomer
332860400651,11,101.0,12.0,1.0,1.0,1.0,9.0,51.0,51.0,1962.0,1.0,1.0,1.0,2000.0,2000.0,4395.197531798337,332860400651-101.0,True,True,50-59,Boomer
332860400651,11,103.0,12.0,1.0,1.0,1.0,12.0,33.0,33.0,1980.0,1.0,2.0,2.0,500.0,0.0,5327.779967475304,332860400651-103.0,True,False,30-39,Generation x
332860403779,11,102.0,12.0,1.0,1.0,1.0,7.0,40.0,40.0,1973.0,1.0,2.0,2.0,450.0,0.0,3012.094405785721,332860403779-102.0,True,False,40-49,Generation x
332860421696,11,103.0,12.0,1.0,6.0,1.0,3.0,35.0,35.0,1978.0,1.0,2.0,1.0,300.0,0.0,2916.636808154541,332860421696-103.0,True,False,30-39,Generation x
332860421757,11,102.0,12.0,1.0,1.0,1.0,10.0,51.0,51.0,1962.0,1.0,2.0,1.0,9600.0,0.0,3743.112006106639,332860421757-102.0,True,False,50-59,Boomer
332860533402,11,102.0,12.0,1.0,1.0,1.0,10.0,29.0,29.0,1984.0,1.0,2.0,2.0,100.0,0.0,3457.320596856613,332860533402-102.0,True,False,under 30,Millennials
332860604518,11,102.0,12.0,1.0,1.0,1.0,11.0,37.0,37.0,1976.0,1.0,2.0,1.0,450.0,0.0,2932.5493194950905,332860604518-102.0,True,False,30-39,Generation x
332860610235,11,102.0,12.0,1.0,1.0,1.0,12.0,36.0,36.0,1977.0,1.0,2.0,1.0,2000.0,0.0,4449.5989115967495,332860610235-102.0,True,False,30-39,Generation x
332860723582,11,101.0,12.0,1.0,1.0,1.0,5.0,20.0,20.0,1993.0,1.0,2.0,1.0,500.0,0.0,2821.5515058839546,332860723582-101.0,True,False,under 30,Millennials
332860723879,11,101.0,12.0,1.0,1.0,1.0,9.0,37.0,37.0,1976.0,1.0,2.0,1.0,1000.0,0.0,3724.513923048336,332860723879-101.0,True,False,30-39,Generation x
332860810647,11,102.0,12.0,1.0,1.0,1.0,4.0,47.0,47.0,1966.0,1.0,2.0,1.0,1800.0,0.0,2999.6347756467326,332860810647-102.0,True,False,40-49,Generation x
332860860268,11,102.0,12.0,1.0,1.0,1.0,1.0,30.0,29.0,1984.0,1.0,2.0,1.0,7000.0,0.0,5140.270903118699,332860860268-102.0,True,False,30-39,Millennials
332860860284,11,102.0,12.0,1.0,1.0,1.0,1.0,33.0,32.0,1981.0,1.0,2.0,1.0,2400.0,0.0,3076.301873019256,332860860284-102.0,True,False,30-39,Millennials
332860908585,11,101.0,12.0,1.0,1.0,1.0,11.0,44.0,44.0,1969.0,1.0,2.0,1.0,2000.0,0.0,3027.6022730518043,332860908585-101.0,True,False,40-49,Generation x
332860908585,11,102.0,12.0,1.0,1.0,1.0,3.0,40.0,40.0,1973.0,1.0,2.0,1.0,200.0,0.0,3027.6022730518043,332860908585-102.0,True,False,40-49,Generation x
332860908757,11,102.0,12.0,1.0,1.0,1.0,8.0,44.0,44.0,1969.0,1.0,2.0,1.0,1200.0,0.0,3257.466577073135,332860908757-102.0,True,False,40-49,Generation x
332860929394,11,102.0,12.0,1.0,1.0,1.0,10.0,32.0,32.0,1981.0,1.0,2.0,2.0,3000.0,0.0,5212.8515945054,332860929394-102.0,True,False,30-39,Millennials
332925057916,11,101.0,12.0,1.0,1.0,1.0,8.0,53.0,53.0,1960.0,1.0,2.0,1.0,500.0,0.0,2753.864765270206,332925057916-101.0,True,False,50-59,Boomer
332925588537,11,101.0,12.0,1.0,1.0,1.0,10.0,36.0,36.0,1977.0,1.0,2.0,1.0,240.0,0.0,2897.764620694013,332925588537-101.0,True,False,30-39,Generation x
332925588855,11,103.0,12.0,1.0,1.0,1.0,11.0,16.0,16.0,1997.0,1.0,2.0,2.0,2000.0,0.0,3003.912788762057,332925588855-103.0,True,False,under 30,Gen Z
332925609995,11,101.0,12.0,1.0,1.0,1.0,2.0,44.0,43.0,1970.0,1.0,2.0,1.0,100.0,0.0,3042.88828658078,332925609995-101.0,True,False,40-49,Generation x
332995043233,11,102.0,12.0,1.0,1.0,1.0,7.0,58.0,58.0,1955.0,1.0,2.0,2.0,3000.0,0.0,3053.333321502461,332995043233-102.0,True,False,50-59,Boomer
332995274486,11,101.0,12.0,1.0,1.0,1.0,4.0,39.0,38.0,1975.0,1.0,2.0,1.0,8000.0,0.0,4723.717743044479,332995274486-101.0,True,False,30-39,Generation x
332995382638,11,101.0,12.0,1.0,1.0,1.0,10.0,39.0,39.0,1974.0,1.0,2.0,1.0,5000.0,0.0,4723.717743044479,332995382638-101.0,True,False,30-39,Generation x
332995382638,11,102.0,12.0,1.0,1.0,1.0,5.0,38.0,37.0,1976.0,1.0,2.0,1.0,10000.0,0.0,4723.717743044479,332995382638-102.0,True,False,30-39,Generation x
332995403778,11,102.0,12.0,1.0,1.0,1.0,6.0,39.0,39.0,1974.0,1.0,2.0,2.0,450.0,0.0,2995.759013395301,332995403778-102.0,True,False,30-39,Generation x
332995408759,11,101.0,12.0,1.0,1.0,1.0,1.0,50.0,49.0,1964.0,1.0,2.0,1.0,2400.0,0.0,5848.163668861824,332995408759-101.0,True,False,50-59,Boomer
332995508301,11,101.0,12.0,1.0,1.0,1.0,7.0,37.0,37.0,1976.0,1.0,2.0,1.0,500.0,0.0,5111.63014523665,332995508301-101.0,True,False,30-39,Generation x
332995814233,11,101.0,12.0,1.0,1.0,1.0,12.0,50.0,50.0,1963.0,1.0,2.0,1.0,1200.0,0.0,4213.665218094213,332995814233-101.0,True,False,50-59,Boomer
332995995020,11,102.0,12.0,1.0,1.0,1.0,2.0,22.0,21.0,1992.0,1.0,2.0,1.0,1000.0,0.0,2810.3941792534033,332995995020-102.0,True,False,under 30,Millennials
332995995069,11,101.0,12.0,1.0,1.0,1.0,10.0,33.0,33.0,1980.0,1.0,2.0,1.0,1000.0,0.0,3074.772088688988,332995995069-101.0,True,False,30-39,Generation x
332995995759,11,101.0,12.0,1.0,1.0,1.0,4.0,36.0,36.0,1977.0,1.0,2.0,1.0,1000.0,0.0,2796.5092151795006,332995995759-101.0,True,False,30-39,Generation x
398114068489,11,103.0,12.0,1.0,1.0,1.0,6.0,18.0,18.0,1995.0,1.0,2.0,1.0,15.0,0.0,3631.583148693338,398114068489-103.0,True,False,under 30,Millennials
398114073483,11,101.0,12.0,1.0,1.0,1.0,11.0,37.0,37.0,1976.0,1.0,2.0,1.0,400.0,0.0,2823.127603204897,398114073483-101.0,True,False,30-39,Generation x
398114334392,11,103.0,12.0,1.0,1.0,1.0,2.0,18.0,17.0,1996.0,1.0,2.0,2.0,15.0,0.0,4566.180115506782,398114334392-103.0,True,False,under 30,Millennials
398114382880,11,101.0,12.0,1.0,1.0,1.0,4.0,67.0,67.0,1946.0,1.0,2.0,1.0,1000.0,0.0,4217.854273707674,398114382880-101.0,True,False,60 years and over,Boomer
398114494880,11,101.0,12.0,1.0,1.0,1.0,12.0,28.0,28.0,1985.0,1.0,2.0,1.0,9600.0,0.0,6211.3958493706,398114494880-101.0,True,False,under 30,Millennials
398285073686,11,102.0,12.0,1.0,1.0,1.0,3.0,56.0,56.0,1957.0,1.0,2.0,1.0,5000.0,0.0,3883.1965524749066,398285073686-102.0,True,False,50-59,Boomer
398285098538,11,101.0,12.0,1.0,1.0,1.0,12.0,34.0,34.0,1979.0,1.0,2.0,1.0,6000.0,0.0,5994.765831239618,398285098538-101.0,True,False,30-39,Generation x
398285098538,11,102.0,12.0,1.0,1.0,1.0,6.0,28.0,28.0,1985.0,1.0,2.0,1.0,6000.0,0.0,5994.765831239618,398285098538-102.0,True,False,under 30,Millennials
398285172691,11,102.0,12.0,1.0,1.0,1.0,6.0,46.0,46.0,1967.0,1.0,2.0,1.0,200.0,0.0,6054.185114232773,398285172691-102.0,True,False,40-49,Generation x
398285274255,11,101.0,12.0,1.0,1.0,1.0,6.0,47.0,47.0,1966.0,1.0,2.0,1.0,4800.0,0.0,3550.34120191753,398285274255-101.0,True,False,40-49,Generation x
398285274255,11,102.0,12.0,1.0,1.0,1.0,3.0,47.0,46.0,1967.0,1.0,2.0,1.0,4800.0,0.0,3550.34120191753,398285274255-102.0,True,False,40-49,Generation x
398285274344,11,102.0,12.0,1.0,1.0,1.0,8.0,48.0,48.0,1965.0,1.0,2.0,1.0,1500.0,0.0,3186.167757601485,398285274344-102.0,True,False,40-49,Generation x
398285323046,11,101.0,12.0,1.0,1.0,1.0,7.0,27.0,27.0,1986.0,1.0,2.0,1.0,2500.0,0.0,6048.969087469229,398285323046-101.0,True,False,under 30,Millennials
398285400585,11,101.0,12.0,1.0,1.0,1.0,10.0,39.0,39.0,1974.0,1.0,2.0,1.0,2500.0,0.0,2595.003693898948,398285400585-101.0,True,False,30-39,Generation x
398285421757,11,102.0,12.0,1.0,1.0,1.0,6.0,53.0,53.0,1960.0,1.0,1.0,1.0,1200.0,1200.0,5037.610591909261,398285421757-102.0,True,True,50-59,Boomer
398285472643,11,101.0,12.0,1.0,1.0,1.0,4.0,46.0,46.0,1967.0,1.0,2.0,1.0,3000.0,0.0,5670.787123298799,398285472643-101.0,True,False,40-49,Generation x
398285472643,11,102.0,12.0,1.0,1.0,1.0,3.0,39.0,39.0,1974.0,1.0,2.0,1.0,500.0,0.0,4219.063774357129,398285472643-102.0,True,False,30-39,Generation x
398285604691,11,102.0,12.0,1.0,1.0,1.0,9.0,22.0,22.0,1991.0,1.0,2.0,1.0,7000.0,0.0,3878.829220989488,398285604691-102.0,True,False,under 30,Millennials
398285723046,11,101.0,12.0,1.0,1.0,1.0,6.0,35.0,35.0,1978.0,1.0,2.0,1.0,1000.0,0.0,2829.8268735972774,398285723046-101.0,True,False,30-39,Generation x
398285723046,11,104.0,12.0,1.0,1.0,1.0,6.0,33.0,33.0,1980.0,1.0,2.0,1.0,5000.0,0.0,3732.344388399059,398285723046-104.0,True,False,30-39,Generation x
